,label,text
7106,0,"Get the most out of your stock options with Vested’s free suite of tools. Simulate outcomes, get answers, and take control of your worth."
4077,0,"Hotel On Snowmobile Trail ihg.com Adventure awaits on the trails but great rooms, incredible food, and cocktails can be foun"
4420,0,Grand Closeout: This is your last chance to experience the Georgia Row lifestyle. Luxurious D.C. condos available for move-in!
3506,0,"The Secretlab experience begins when you hit checkout — enjoy an industry-leading sitting experience from start to finish. ⦿ Up to a 5-year Extended Warranty ⦿ Free shipping to your doorstep ⦿ Globally certified by BIFMA, TÜV and more ⦿ Buy now, pay later from $38/month, interest-free"
4439,1,Donate to support our community response to COVID19 Financial contributions go much furt
66737,1,Of the 78 million tons of plastic packing produced annually 32 finds its way into our oceans   A single routine can shape our planets future    Yours    by Humankind
61197,1,Our incarceration crisis has stolen irreplaceable time from Americas families Like
18916,1,SHADY AF The portfolio of Gov  Rick Scott  and First Lady Ann Scott includes earnings last year of at least 29 million in two dozen hedge funds registered in the Cayman Islands   Take Action Drop Senator  Bill Nelson  a donation at  wwwNelsonForSenatecom  and then join us at  wwwDemocraticCoalitionorg  to take back Congress and impeach Trump in 2019
56598,1,Detroit you have the numbers to change the national discussion Youve done it before Level up on Tuesday Nov 6th
51610,1,Polls are open until 7pm Please vote
47738,1,Thank you Rand Paul for cosponsoring the CREATESAct to bring down drug prices for Kentu
35362,1,NOT OKAY Scott Pruitt just claimed that hell prosecute polluters but enforcement cases at the EPA are down by a THIRD Its clear that       PollutingPruitt    has no intention of taking on corporate cronies
2940,0,"The Hip Hook is the world's first tool designed to target the iliacus muscle to release TENSION and PAIN in the lower back, hips, and knees"
1194,0,"Meet the Humans of Island Creek! Our farm crew spends day in and day out in the elements making sure our oysters are taken care of and growing to near perfection, all in an effort to get them fresh to your back deck."
38103,1,TAM is rushing a new 12 cent sales tax for regional road projects that are funded through existing taxes  Marin tax funds should stay local  Send TAM back to the drawing board for a plan that keeps funds for local projects  Vote NO on AA
7812,0,flash sale! Don't miss these tees New users can enjoy an extra 10% OFF Get it here https://bit.ly/3818TDA
1244,1,"BREAKING NEWS: President Trump Announced He Is Formally Designating the KKK and ANTIFA as TERRORIST ORGANIZATIONS. Unlike Joe Biden, he will not stand by and allow dangerous MOBS like Antifa run through our streets and cause absolute mayhem by way of RIOTING and LOOTING. This is just one of many ways President Trump is FIGHTING FOR YOU and your family. We're calling on YOU to make a public statement and add your name to stand with President Trump against the KKK and ANTIFA."
86,0,"All Skincare beautypie.com We get a LOT of requests for skincare routines, which we're going to build some software f"
55785,1,Renowned writer and hunter Andrew McKean reflects on the values of the Bitter Creek Wilderness Study Area in northeast Montana Its one of 29 WSAs that  Congressman Greg Gianforte  and  Senator Steve Daines  are trying to eliminate
18669,1,Were in the final stretch of this campaign and I need your help Weve got to let voters know about their choice in this election  6 more years of DC Deb Fischer putting personal profit and special interests first or someone willing to fight for you and hardworking Nebraska families in the Senate   We can win this and but I cant do it alone Chip in now to make sure we get this done gtgt  httpsbitly2IwBoL4
26115,1,Was proud to be in Novato Saturday supporting the March For Our Lives movement Lets join our children and grandchildren in supporting common sense gun reform Lets let everyone know we are the USA not the NRA
9332,0,Coding classes for kids begin next week and continue throughout March. Join the fun with Scratch Ninja for grades 2-5 and Python for AI for grades 5-9. Register online. https://bit.ly/3pW55cF
4618,0,"Besties are sweet, seedless, easy to peel satsuma mandarins and are ready to pick up at your local grocery store. Locally grown in the southeast, even Santa has Bestie's on his Christmas list this year!"
2701,0,"If you would like to show your support for our local fire heroes, then click the link below and check out this t-shirt we printed for our friends over at State of Jefferson Outdoors! https://www.stateofjeffersonoutdoors.net/ /Thin-Red"
974,0,"Boots, sneakers, handbags Discover all our collection of timeless ethical fashion made to last. Always made locally in our workshops in France, Portugal, Italy and Spain."
18502,1,The economy is ripping the pipe arrived yesterday for the Moriches Inlet dredge MS13 is being defeated and our borders are being better secured There will always be very important additional work in front of us as a community and country but there is so much moving in the right direction today and it feels great
3573,0,"Make your move — Bearaby weighted blankets are all-natural, cooling, and calming, so you can get better sleep and feel less stress."
877,0,It got mine right!
9128,0,"Grab a Friend & Join Belugas, Lights and Bears! Virtual Race at Your Pace Real Shiny Rewards! Get Started Today!"
57842,1,On November 6th vote for Joe Manchin
9360,1,Who could be against a word that implies inclusion and community benefit Jason Kenney and the UCP government in Alberta thats who    And  CUPEAlberta Region  President Rory Gill thinks he knows why
46040,1,The end of the first quarter 331 is our first chance to show that were ready for what we expect to be a hardfought campaign ahead I need your support right now Pitch in towards my 15000 goal today
4329,1,Pennsylvania now allows voting by mail Voting by mail is safe secure and you can do it from the comfort of your own home
59774,1,If we want to end our nations HIV epidemic once and for all we must fight back against Trumps dangerous attacks against people living with HIV        CONTACT CONGRESS NOW      Demand your representatives oppose proposed changes to Medicare Part D
